41_0609_985_0_08285_01.wav,41_0609_985_0_08285_01.label
41_0601_144_0_07961_07.wav,41_0601_144_0_07961_07.label
41_0609_249_0_08337_00.wav,41_0609_249_0_08337_00.label
42_0514_180_0_00022_09.wav,42_0514_180_0_00022_09.label
41_0517_379_0_08696_02.wav,41_0517_379_0_08696_02.label
42_0609_397_0_01333_02.wav,42_0609_397_0_01333_02.label
43_0608_976_0_05764_07.wav,43_0608_976_0_05764_07.label
44_0516_643_0_05010_05.wav,44_0516_643_0_05010_05.label
42_0517_942_0_01984_07.wav,42_0517_942_0_01984_07.label
43_0515_122_1_05737_08.wav,43_0515_122_1_05737_08.label
44_0604_768_0_03135_03.wav,44_0604_768_0_03135_03.label
41_0610_653_0_10288_03.wav,41_0610_653_0_10288_03.label
41_0610_554_0_10210_02.wav,41_0610_554_0_10210_02.label
41_0607_257_0_08060_07.wav,41_0607_257_0_08060_07.label
41_0609_579_0_08398_05.wav,41_0609_579_0_08398_05.label
42_0530_319_0_01655_00.wav,42_0530_319_0_01655_00.label
44_0610_538_0_05426_06.wav,44_0610_538_0_05426_06.label
42_0519_207_0_02169_04.wav,42_0519_207_0_02169_04.label
41_0606_993_0_07835_00.wav,41_0606_993_0_07835_00.label
44_0601_540_0_04308_03.wav,44_0601_540_0_04308_03.label
41_0610_780_0_10343_06.wav,41_0610_780_0_10343_06.label
43_0519_105_0_06361_07.wav,43_0519_105_0_06361_07.label
44_0610_880_0_01356_05.wav,44_0610_880_0_01356_05.label
44_0513_533_0_03916_05.wav,44_0513_533_0_03916_05.label
42_0528_117_0_01835_04.wav,42_0528_117_0_01835_04.label
41_0514_173_0_07130_07.wav,41_0514_173_0_07130_07.label
44_0608_705_0_04151_01.wav,44_0608_705_0_04151_01.label
41_0518_414_0_02371_00.wav,41_0518_414_0_02371_00.label
41_0528_682_0_07210_09.wav,41_0528_682_0_07210_09.label
43_0601_587_0_05915_09.wav,43_0601_587_0_05915_09.label
42_0518_358_1_02359_00.wav,42_0518_358_1_02359_00.label
41_0514_383_0_07132_07.wav,41_0514_383_0_07132_07.label
41_0523_841_0_07400_02.wav,41_0523_841_0_07400_02.label
42_0604_237_0_03222_05.wav,42_0604_237_0_03222_05.label
43_0610_232_0_06970_03.wav,43_0610_232_0_06970_03.label
42_0518_430_0_02316_07.wav,42_0518_430_0_02316_07.label
43_0528_334_1_06257_09.wav,43_0528_334_1_06257_09.label
41_0530_416_0_08467_07.wav,41_0530_416_0_08467_07.label
42_0606_436_0_00869_07.wav,42_0606_436_0_00869_07.label
41_0518_720_0_09139_04.wav,41_0518_720_0_09139_04.label
44_0521_529_0_04725_00.wav,44_0521_529_0_04725_00.label
41_0519_604_0_08886_06.wav,41_0519_604_0_08886_06.label
41_0608_343_0_07722_03.wav,41_0608_343_0_07722_03.label
41_0526_950_0_08984_02.wav,41_0526_950_0_08984_02.label
41_0525_833_0_07248_02.wav,41_0525_833_0_07248_02.label
42_0608_166_0_00609_08.wav,42_0608_166_0_00609_08.label
42_0603_106_0_03338_07.wav,42_0603_106_0_03338_07.label
43_0610_332_0_07032_08.wav,43_0610_332_0_07032_08.label
43_0526_245_0_06410_00.wav,43_0526_245_0_06410_00.label
41_0603_201_0_09913_06.wav,41_0603_201_0_09913_06.label
41_0602_206_0_09486_08.wav,41_0602_206_0_09486_08.label
41_0516_154_0_02682_04.wav,41_0516_154_0_02682_04.label
41_0531_960_0_08538_09.wav,41_0531_960_0_08538_09.label
41_0514_891_1_07154_09.wav,41_0514_891_1_07154_09.label
41_0530_359_0_08448_03.wav,41_0530_359_0_08448_03.label
42_0515_937_0_00509_08.wav,42_0515_937_0_00509_08.label
42_0605_530_0_03020_06.wav,42_0605_530_0_03020_06.label
41_0518_844_0_09058_03.wav,41_0518_844_0_09058_03.label
43_0602_996_0_06667_04.wav,43_0602_996_0_06667_04.label
41_0514_184_0_07162_01.wav,41_0514_184_0_07162_01.label
41_0519_970_1_08895_00.wav,41_0519_970_1_08895_00.label
41_0605_634_0_09634_02.wav,41_0605_634_0_09634_02.label
41_0609_582_0_08381_09.wav,41_0609_582_0_08381_09.label
42_0610_455_1_03540_07.wav,42_0610_455_1_03540_07.label
43_0527_957_0_06516_00.wav,43_0527_957_0_06516_00.label
42_0531_785_0_01704_04.wav,42_0531_785_0_01704_04.label
42_0525_365_0_00147_04.wav,42_0525_365_0_00147_04.label
42_0609_171_0_01571_00.wav,42_0609_171_0_01571_00.label
41_0518_665_0_09123_01.wav,41_0518_665_0_09123_01.label
43_0516_400_0_06617_01.wav,43_0516_400_0_06617_01.label
42_0523_897_0_00375_08.wav,42_0523_897_0_00375_08.label
43_0605_650_0_05128_07.wav,43_0605_650_0_05128_07.label
41_0517_821_0_08672_07.wav,41_0517_821_0_08672_07.label
42_0519_847_0_02163_06.wav,42_0519_847_0_02163_06.label
44_0529_426_0_04989_02.wav,44_0529_426_0_04989_02.label
43_0607_796_0_05955_00.wav,43_0607_796_0_05955_00.label
41_0524_138_0_07465_05.wav,41_0524_138_0_07465_05.label
41_0610_506_0_10168_06.wav,41_0610_506_0_10168_06.label
41_0604_284_0_09768_02.wav,41_0604_284_0_09768_02.label
42_0604_657_0_03160_04.wav,42_0604_657_0_03160_04.label
41_0518_449_0_09049_05.wav,41_0518_449_0_09049_05.label
41_0607_531_0_08115_08.wav,41_0607_531_0_08115_08.label
43_0516_783_0_06625_04.wav,43_0516_783_0_06625_04.label
43_0517_401_0_06282_01.wav,43_0517_401_0_06282_01.label
41_0609_208_0_08371_03.wav,41_0609_208_0_08371_03.label
43_0523_610_0_05633_07.wav,43_0523_610_0_05633_07.label
44_0512_451_0_04074_02.wav,44_0512_451_0_04074_02.label
41_0610_808_0_10281_07.wav,41_0610_808_0_10281_07.label
42_0610_377_0_03585_07.wav,42_0610_377_0_03585_07.label
41_0608_692_0_04164_04.wav,41_0608_692_0_04164_04.label
41_0610_748_0_05395_04.wav,41_0610_748_0_05395_04.label
43_0610_161_0_06927_00.wav,43_0610_161_0_06927_00.label
42_0609_428_0_01464_08.wav,42_0609_428_0_01464_08.label
43_0528_564_0_01797_00.wav,43_0528_564_0_01797_00.label
42_0604_450_2_03215_06.wav,42_0604_450_2_03215_06.label
41_0520_130_1_09287_00.wav,41_0520_130_1_09287_00.label
41_0608_374_0_07710_08.wav,41_0608_374_0_07710_08.label
42_0516_117_0_02741_09.wav,42_0516_117_0_02741_09.label
42_0523_599_0_00338_09.wav,42_0523_599_0_00338_09.label
42_0609_959_0_01430_05.wav,42_0609_959_0_01430_05.label
44_0603_659_0_05265_07.wav,44_0603_659_0_05265_07.label
41_0527_170_0_09224_04.wav,41_0527_170_0_09224_04.label
44_0516_800_0_05049_03.wav,44_0516_800_0_05049_03.label
41_0520_661_0_09264_03.wav,41_0520_661_0_09264_03.label
44_0519_276_0_04783_03.wav,44_0519_276_0_04783_03.label
42_0605_374_0_03086_06.wav,42_0605_374_0_03086_06.label
44_0604_385_0_05209_09.wav,44_0604_385_0_05209_09.label
42_0523_872_0_00313_05.wav,42_0523_872_0_00313_05.label
41_0516_378_0_09413_01.wav,41_0516_378_0_09413_01.label
42_0608_299_0_00773_04.wav,42_0608_299_0_00773_04.label
43_0519_345_0_06401_08.wav,43_0519_345_0_06401_08.label
42_0518_928_0_02408_05.wav,42_0518_928_0_02408_05.label
42_0519_201_0_02175_00.wav,42_0519_201_0_02175_00.label
44_0525_947_0_00450_06.wav,44_0525_947_0_00450_06.label
41_0610_351_0_10192_01.wav,41_0610_351_0_10192_01.label
44_0610_645_0_05343_04.wav,44_0610_645_0_05343_04.label
41_0518_474_0_09115_09.wav,41_0518_474_0_09115_09.label
42_0517_576_1_01975_06.wav,42_0517_576_1_01975_06.label
42_0520_752_0_02518_04.wav,42_0520_752_0_02518_04.label
41_0527_746_0_09188_04.wav,41_0527_746_0_09188_04.label
42_0606_849_0_00940_06.wav,42_0606_849_0_00940_06.label
43_0526_341_0_06251_08.wav,43_0526_341_0_06251_08.label
41_0528_708_0_08572_02.wav,41_0528_708_0_08572_02.label
41_0610_506_1_10169_04.wav,41_0610_506_1_10169_04.label
42_0526_629_0_02218_00.wav,42_0526_629_0_02218_00.label
41_0527_590_0_09196_03.wav,41_0527_590_0_09196_03.label
44_0609_528_0_04451_01.wav,44_0609_528_0_04451_01.label
43_0526_430_0_06415_05.wav,43_0526_430_0_06415_05.label
42_0513_918_0_00137_01.wav,42_0513_918_0_00137_01.label
41_0610_232_0_10056_08.wav,41_0610_232_0_10056_08.label
42_0531_451_0_01746_05.wav,42_0531_451_0_01746_05.label
42_0518_928_0_02408_01.wav,42_0518_928_0_02408_01.label
42_0608_931_0_00600_06.wav,42_0608_931_0_00600_06.label
42_0610_698_0_03800_05.wav,42_0610_698_0_03800_05.label
41_0609_818_0_08211_03.wav,41_0609_818_0_08211_03.label
41_0517_977_1_08695_09.wav,41_0517_977_1_08695_09.label
41_0609_219_0_08226_08.wav,41_0609_219_0_08226_08.label
43_0604_199_0_06817_08.wav,43_0604_199_0_06817_08.label
42_0607_827_0_01146_09.wav,42_0607_827_0_01146_09.label
42_0516_987_0_02770_06.wav,42_0516_987_0_02770_06.label
42_0513_385_0_00103_09.wav,42_0513_385_0_00103_09.label
44_0516_448_0_05012_07.wav,44_0516_448_0_05012_07.label
42_0523_840_0_00357_05.wav,42_0523_840_0_00357_05.label
42_0520_535_0_02531_08.wav,42_0520_535_0_02531_08.label
43_0528_296_0_06182_02.wav,43_0528_296_0_06182_02.label
43_0525_847_0_05583_01.wav,43_0525_847_0_05583_01.label
44_0603_525_0_05307_01.wav,44_0603_525_0_05307_01.label
41_0514_970_0_07131_09.wav,41_0514_970_0_07131_09.label
42_0524_635_0_00418_08.wav,42_0524_635_0_00418_08.label
41_0516_471_0_09385_07.wav,41_0516_471_0_09385_07.label
41_0610_871_0_10235_09.wav,41_0610_871_0_10235_09.label
42_0604_461_0_03221_09.wav,42_0604_461_0_03221_09.label
42_0609_965_0_01303_01.wav,42_0609_965_0_01303_01.label
42_0514_336_0_00000_05.wav,42_0514_336_0_00000_05.label
43_0601_817_0_05898_03.wav,43_0601_817_0_05898_03.label
44_0526_458_0_04826_09.wav,44_0526_458_0_04826_09.label
42_0610_769_0_03686_07.wav,42_0610_769_0_03686_07.label
41_0607_602_0_08065_04.wav,41_0607_602_0_08065_04.label
